,Timestamp,STATE,D2,D3,D4,D5,D6,D7,What kind of information have you received about the disease? (Mark all answers that are true),K2,A1,A2,K3,K4,K5,P1,P2,P3,A3,A4,A5,P4,P5,P6,P7,A6,A7,A8,Kindly feel free to provide your suggestions to the government of Nigeria on the control of COVID-19 in Nigeria and the acceptance of COVID-19 vaccine in Nigeria.,date,D1,region,region_code,K1A,K1B,K1C,K1D,K1E,K1F,K2A,K2B,K2C,K2D,K2E,K2F,K2G,K2H,K2I,K2J,K2L,K2M,K2N,K2O,K2P,K2Q,K2R,K2K,K3A,K3B,K3C,K3D,K3E,K3F,K3G,K3H,K3I,K3J,K3K,K4A,K4B,K4C,K4D,K4E,K4F,K4G,K4H,K5A,K5B,K5C,K5D,K5E,K5F,K5G,P1A,P1B,P1C,P1D,P1E,P1F,P1G,P2A,P2B,P2C,P2D,P2E,P2F,P2G,P3A,P3B,P3C,P3D,P3E,suggestions
11,2/13/2021 14:48:49,Ogun,2,2,2,2,1,3,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms, Risks and complications",Radio,0,4,"Blood transfusion, Droplets from infected people, Airborne, Direct contact with infected people., Touching contaminated objects/surfaces, Sexual intercourse contact, contact with contaminated animals, mosquito bites, Eating Contaminated Food, Drinking unclean Water","Fever, Cough, Shortness of breath and breathing difficulties, Headache","Wash your hands regularly using alcohol or soap and water, Drink only treated water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Avoid unprotected direct contact with live animals and surfaces in contact with animals","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Avoid unprotected direct contact with live animals and surfaces in contact with animals.","I will look for more experienced relative to advise me on what to do, I will go to hospital / health unit",No group is discriminated in my locality,1,3,2,5,5,5,5,1,1,1,,2/13/2021,28,SOUTH WEST,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,
12,2/13/2021 14:51:11,Ogun,2,2,2,1,1,3,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms","Radio, TV, WhatsApp and Telegram, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",4,4,"Droplets from infected people, Airborne, Direct contact with infected people., Touching contaminated objects/surfaces","Fever, Cough, Shortness of breath and breathing difficulties, Headache","Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","I will go to hospital / health unit, I will stay in quarantine",No group is discriminated in my locality,4,2,2,4,4,4,3,3,4,3,,2/13/2021,28,SOUTH WEST,5,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,
13,2/13/2021 14:58:49,Ogun,2,1,2,2,1,2,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms, Risks and complications","Radio, TV, WhatsApp and Telegram, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.), Health unit/Health care worker, Friends, Red Cross Red Crescent volunteers, Other community mobilizers, Government",3,5,"Blood transfusion, Droplets from infected people, Direct contact with infected people., Touching contaminated objects/surfaces","Cough, Shortness of breath and breathing difficulties, Headache","Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Avoid unprotected direct contact with live animals and surfaces in contact with animals","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing, Avoid unprotected direct contact with live animals and surfaces in contact with animals.",I will go to hospital / health unit,No group is discriminated in my locality,3,2,1,4,4,4,4,2,1,2,,2/13/2021,28,SOUTH WEST,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,
14,2/13/2021 14:59:14,Lagos,2,1,2,1,1,1,"How to protect yourself from the disease?, How it is transmitted, What to do if you have the symptoms",WhatsApp and Telegram,2,4,Airborne,"Fever, Cough, Shortness of breath and breathing difficulties, Headache","Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","I will go to hospital / health unit, I will stay in quarantine",Non-Nigerian,4,2,2,5,5,5,5,1,3,2,,2/13/2021,25,SOUTH WEST,5,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,
15,2/13/2021 15:44:36,Ogun,2,2,2,2,1,1,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms, Risks and complications","Radio, TV, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.), Family member, Any person from the community",1,4,Direct contact with infected people.,Shortness of breath and breathing difficulties,"Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing","I will go to hospital / health unit, I will stay in quarantine",No group is discriminated in my locality,3,3,2,1,2,2,1,3,1,3,They should create more awarenesa,2/13/2021,28,SOUTH WEST,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,They should create more awarenesa
16,2/13/2021 20:03:03,Lagos,2,2,2,2,1,1,"How to protect yourself from the disease?, How it is transmitted, What to do if you have the symptoms","Radio, WhatsApp and Telegram, Friends, Religious leaders, Government",0,1,Airborne,"Fever, Cough, Shortness of breath and breathing difficulties, Headache","Wash your hands regularly using alcohol or soap and water, Drink only treated water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","I will look for more experienced relative to advise me on what to do, I will go to hospital / health unit, I will stay in quarantine",Yoruba,4,1,2,3,4,2,4,2,2,1,,2/13/2021,25,SOUTH WEST,5,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,
17,2/13/2021 20:33:20,Ogun,1,2,2,1,5,1,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted","Radio, TV, WhatsApp and Telegram, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",3,1,"Blood transfusion, Droplets from infected people, Airborne, Direct contact with infected people., Touching contaminated objects/surfaces, Sexual intercourse contact, contact with contaminated animals","Fever, Cough, Shortness of breath and breathing difficulties, Muscle pain, Headache, Diarrhea","Wash your hands regularly using alcohol or soap and water, Drink only treated water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Avoid unprotected direct contact with live animals and surfaces in contact with animals","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Avoid unprotected direct contact with live animals and surfaces in contact with animals.","I will go to hospital / health unit, I will stay in quarantine",No group is discriminated in my locality,2,2,1,3,3,3,3,1,4,3,"For me I will say they should tested it before accepting it 
See how it work first",2/13/2021,28,SOUTH WEST,5,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,"For me I will say they should tested it before accepting it 
See how it work first"
18,2/13/2021 20:38:01,Lagos,1,3,2,1,1,3,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms, Risks and complications","Radio, TV, WhatsApp and Telegram, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.), Family member, Friends, Religious leaders, Government",4,12,"Airborne, Direct contact with infected people., Touching contaminated objects/surfaces","Fever, Cough, Shortness of breath and breathing difficulties","Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough",I will go to hospital / health unit,No group is discriminated in my locality,2,2,2,2,3,2,1,2,2,1,Using of sanitizer alone is okay,2/13/2021,25,SOUTH WEST,5,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Using of sanitizer alone is okay
19,2/13/2021 20:46:40,Ogun,1,2,2,2,1,3,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, What to do if you have the symptoms","Radio, WhatsApp and Telegram, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.), Family member, Friends, Religious leaders, Government, Any person from the community",3,4,"Airborne, Direct contact with infected people., Touching contaminated objects/surfaces","Fever, Cough, Shortness of breath and breathing difficulties, Headache","Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","I will look for more experienced relative to advise me on what to do, I will stay in quarantine",No group is discriminated in my locality,5,2,2,4,4,3,2,2,3,3,"Accept what you can also use for your self and your families, cause i believe you will always want the best for them",2/13/2021,28,SOUTH WEST,5,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Accept what you can also use for your self and your families, cause i believe you will always want the best for them"
20,2/13/2021 20:57:15,Ogun,1,2,2,1,1,3,How it is transmitted,"Radio, TV, WhatsApp and Telegram, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",1,2,"Blood transfusion, Airborne, Touching contaminated objects/surfaces, Eating Contaminated Food",Shortness of breath and breathing difficulties,Cover your mouth and nose when coughing or sneezing,"Avoid close contact with anyone who has a fever and cough, Eliminate standing water, Avoid unprotected direct contact with live animals and surfaces in contact with animals.","I will look for more experienced relative to advise me on what to do, I will go to hospital / health unit, I will go to the neighborhood nurse, I will buy medicines at the market, I will stay in quarantine, I don't know",Hausa/ Fulani,4,3,1,1,1,2,2,2,1,2,,2/13/2021,28,SOUTH WEST,5,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,
21,2/13/2021 21:04:15,Ogun,2,2,2,1,1,1,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, What to do if you have the symptoms, Risks and complications","Radio, TV, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.), Friends",4,6,"Droplets from infected people, Airborne, Direct contact with infected people., Touching contaminated objects/surfaces, contact with contaminated animals","Fever, Cough, Shortness of breath and breathing difficulties, Muscle pain, Headache","Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Avoid unprotected direct contact with live animals and surfaces in contact with animals","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Avoid unprotected direct contact with live animals and surfaces in contact with animals.","I will look for more experienced relative to advise me on what to do, I will go to hospital / health unit, I will stay in quarantine",No group is discriminated in my locality,2,1,3,2,1,1,2,3,1,3,,2/13/2021,28,SOUTH WEST,5,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,
22,2/13/2021 21:26:26,Ogun,1,3,2,1,3,3,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms, Risks and complications","WhatsApp and Telegram, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",1,4,Droplets from infected people,"Fever, Cough, Shortness of breath and breathing difficulties, Muscle pain, Headache","Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing","I will go to hospital / health unit, I will stay in quarantine",No group is discriminated in my locality,1,2,2,5,3,3,3,1,3,2,,2/13/2021,28,SOUTH WEST,5,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,
23,2/13/2021 21:27:45,Lagos,2,3,2,1,2,3,"How to protect yourself from the disease?, How it is transmitted, What to do if you have the symptoms, Risks and complications","Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.), Other community mobilizers",3,4,"Droplets from infected people, Direct contact with infected people., Touching contaminated objects/surfaces, Eating Contaminated Food","Fever, Cough, Shortness of breath and breathing difficulties, Muscle pain, Headache","Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Cook meat and eggs well, Avoid unprotected direct contact with live animals and surfaces in contact with animals","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Cook meat and eggs well, Avoid unprotected direct contact with live animals and surfaces in contact with animals.","I will go to hospital / health unit, I will stay in quarantine",No group is discriminated in my locality,2,2,2,4,3,3,2,3,4,3,,2/13/2021,25,SOUTH WEST,5,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,
24,2/13/2021 21:31:17,Oyo,1,2,2,1,1,1,"How to protect yourself from the disease?, How it is transmitted, What to do if you have the symptoms, Risks and complications","Radio, TV, WhatsApp and Telegram, Health unit/Health care worker, Family member",2,2,"Droplets from infected people, Airborne, Touching contaminated objects/surfaces","Fever, Shortness of breath and breathing difficulties, Headache","Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing","I will go to hospital / health unit, I will stay in quarantine",No group is discriminated in my locality,3,2,2,3,3,3,3,2,3,2,They shouldn't accept any vaccine,2/13/2021,31,SOUTH WEST,5,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,They shouldn't accept any vaccine
